breed,color,dogName,zip
COCKER SPANIEL,WHITE/BLACK,MILO,15131
CHIHUAHUA,TAN,CUDDLES,15140
COCKER SPANIEL MIX,BLACK,MANDY,15148
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,ANNABELL,15071
MALTESE,WHITE,MINDY,15238
GOLDEN RETRIEVER,GOLD,HUNTER,15239
NORFOLK TERRIER,BROWN,BISCUIT,15228
MALTESE,WHITE,LITTLE GUY,15044
MIXED,BLACK/BROWN,BOOBOO,15044
HAVANESE,GREY,SMOKEY,15146
HAVANESE,TAN,JOSIE,15238
HAVANESE,TAN,JOSIE,15238
LABRADOR RETRIEVER,YELLOW,PAYTON,15090
MALTESE,WHITE,JAKE,15129
MIXED,BLACK,BEN,15129
LABRADOR RETRIEVER,BLACK,MIDNIGHT,15133
CHIHUAHUA,BROWN,CHALUPA,15116
PUG,BROWN,BAILEY,15129
PARSON RUSSELL TERR,WHITE,SPUNKY,15221
MIN PINSCHER,BLACK/BROWN,VINO,15236
YORKSHIRE TERRIER,BLUE/GOLD,YODI,15137
COCKAPOO,WHITE/BLACK,ANGEL,15236
PARSON RUSSELL TERR,SPOTTED,SPIKE,15235
TERRIER MIX,BLONDE,OLIVER,15215
PARSON RUSSELL TERR,WHITE/TAN,PEANUT,15020
MIXED,BLACK,SADIE,15234
SHETLAND SHEEPDOG,WHITE/BROWN,SAMMY,15237
ENG SPRINGER SPANIE,WHITE/LIVER,LEXIE,15136
CHIHUAHUA,WHITE/BLACK/BROWN,TOBY,15146
SHIH TZU,WHITE/BLACK,BOBO,15108
BERNESE MTN DOG,BLACK,EMMI,15090
TERRIER MIX,BLACK/BROWN,SADIE,15228
POODLE MIN,WHITE,PIERRE,15122
BEAGLE,WHITE/BLACK/BROWN,HENRY,15120
LABRADOR RETRIEVER,YELLOW,BEAR,15044
LABRADOR RETRIEVER,YELLOW,DUGAN,15209
GOLDEN RETRIEVER,BROWN,BENNINGTON,15237
BEAGLE,SPOTTED,KATIE,15229
LABRADOR RETRIEVER,BLACK,HUCKLEBERRY,15101
BOXER,BROWN,JACK SIR,15044
SHIH TZU,WHITE/BLACK/BROWN,MISSY,15131
GER SHEPHERD MIX,BROWN,KOBE,15227
BORD COLLIE,BLACK,CHIPPER,15146
SHIH TZU,WHITE/BLACK,RILEY,15044
PARSON RUSSELL TERR,SPOTTED,LIBBY,15108
LHASA APSO,WHITE,DUSTY,15101
POODLE MIN,WHITE,FIFI,15122
LAB MIX,BLACK,SAMMEE BLUE,15205
GOLDENDOODLE,GOLD,LEXIE,15223
MIXED,BLACK/BROWN,KUJO,15037
TERRIER MIX,WHITE/BLACK,NEIKO,15102
BORD COLLIE,WHITE/BLACK,KIRBY,15216
BEAGLE,WHITE/BLACK/BROWN,BELL,15143
MIXED,BLACK,DISCO,15221
BEAGLE MIX,WHITE/BLACK,APRIL,15102
CHOW CHOW,CREAM,SHABU,15025
BEAGLE,WHITE/BROWN,RUSTY,15106
PARSON RUSSELL TERR,WHITE/BROWN,LILLIE CHOBY,15235
PARSON RUSSELL TERR,WHITE/BROWN,LILLIE CHOBY,15235
SHIH TZU,BLACK,ROCCO,15238
MIXED,WHITE,BANDI,15235
MIXED,BROWN,PRETTY GIRL,15202
FOX TERRIER WIRE,MULTI,MIMI,15216
GER SHEPHERD MIX,BLACK,CHINOOK,15024
GOLDEN RETRIEVER,GOLD,MOLLY,15205
GOLDEN RETRIEVER,BLONDE,LUKE,15143
PORTUGESE WATER DOG,WHITE/BROWN,SCUPPERS,15228
LABRADOR RETRIEVER,BROWN,MYA,16046
YORKSHIRE TERRIER,BLUE/GOLD,CURIOUS,15057
MIXED,BRINDLE,WENDY,15239
BEAGLE MIX,WHITE/BLACK/BROWN,LAYDEE,15133
POMERANIAN,WHITE/TAN,FOXY LADY,15212
AM PIT BULL TERRIER,WHITE,DIAMOND,15235
PARSON RUSSELL TERR,SPOTTED,ROCKY,15101
CHOW CHOW,CINNAMON,JOSIE MAE,15025
MIXED,WHITE,KACEY,15236
GER SHEPHERD,WHITE/BLACK,SADIE,15122
MIXED,BROWN,STITCH,15108
BEAGLE MIX,BLACK/BROWN,PETE,15037
TERRIER MIX,WHITE/BROWN,SAMANTHA,15216
CAIRN TERRIER,WHITE/BLACK/GREY,BUDDY,15236
BEAGLE MIX,WHITE,DAKOTA,15216
AM PIT BULL TERRIER,BROWN,LILY FLOWER,15237
BORD COLLIE MIX,BLACK,SAMMY,15101
MIXED,BLACK/GOLD,ZEUS,15133
CAIRN TERRIER,BLACK/BROWN,CINDERS,15025
CAIRN TERRIER,BLACK/BROWN,CINDERS,15025
W HGHLND WH TERRIER,WHITE,FOX,15226
POMERANIAN MIX,BLACK,BEAR,15133
LAB MIX,BLACK,BAILEY,15226
MIXED,MULTI,DUSTY,15102
MIXED,WHITE/TAN,ABBY,15227
MALTESE,WHITE,MOLLY,15235
WELSH CORGI CARDIGA,ORANGE/WHITE,TRACKER,15102
SIB HUSKY,BROWN,LENA,15227
GOLDEN RETRIEV MIX,GOLD,ALLIE,15084
MIXED,BLACK,RUFUS,15221
WHIPPET,FAWN,ELLA,15101
SCHNAUZER MIN,SALT/PEPPER,OWEN,15220
GREAT DANE,WHITE/BLACK,JILL FALCON SPI,15082
MIXED,GREY,DUSTY,15101
AM FOXHOUND,MULTI,SARAH,15143
POODLE STANDARD,BLACK,BELLA,15143
SHETLAND SHEEPDOG,SABLE,DORI,15101
LABRADOR RETRIEVER,BLACK,SHAMUS,15227
PUG,FAWN,PORKY,15024
AUS SHEPHERD,MULTI,HANNAH,15101
COCKER SPANIEL,WHITE/BLACK,PARKER,15044
YORKSHIRE TERRIER,BROWN,SPIKE,15139
BOXER,BRINDLE,SADIE,15237
SHIH TZU,WHITE/YELLOW,TYLER,15235
MIXED,BLACK/BROWN,JOURNEY,15146
LAB MIX,BLACK,BUZZ,15024
PEKINGESE,GOLD,SADIE,15215
MIXED,WHITE,ANNEY,15144
CHIHUAHUA,SABLE,TEDDY,15146
ROTTWEILER,BLACK/BROWN,LEVI,15101
GER SHEPHERD MIX,BROWN,ROSEY,15218
GOLDENDOODLE,WHITE,MAYA,15015
LABRADOR RETRIEVER,BLACK,HAILEY,15106
LABRADOR RETRIEVER,BLACK,HAILEY,15106
COCKER SPANIEL,SPOTTED,BUSTER,15238
COCKER SPANIEL,SPOTTED,BUSTER,15238
MIXED,WHITE,BISCUIT,15065
OTHER,BROWN,INDIANA,15101
BICHON FRISE,WHITE,SHELBY,15235
MIXED,WHITE/BLACK,PUCK,15143
MALTESE,WHITE,CHAMP PENNY,15145
GER SHEPHERD MIX,BLACK/BROWN,BUDDY,15108
MALTESE,WHITE,SNOWBALL,15101
MIXED,BEIGE,CHLOE,15236
MIXED,BEIGE,CHLOE,15236
DACHSHUND,BROWN,FRITZ,15102
AUS SHEPHERD,WHITE/BLACK,SHADOW,15131
COCKER SPANIEL,RED,PENNY,15090
WEIMARANER,GREY,BODIE,15235
LAB MIX,SPOTTED,CHARLIE,15102
TAG,BRINDLE,DIGGER,15116
LAB MIX,WHITE/BLACK,PRECIOUS,15071
GER SHEPHERD,TAN,SADIE,15108
BEAGLE,BLACK,LICORICE,15101
MIXED,BROWN,LADY (MUFFY),15243
DOBERMAN PINSCHER,BLACK/BROWN,DEUCE,15142
DOBERMAN PINSCHER,BLACK/BROWN,DEUCE,15142
MIN PINSCHER,BLACK,WINCHESTER,15202
PARSON RUSSELL TERR,SPOTTED,BARKLEY,15037
SCHNAUZER MIN,WHITE,YUKI,15227
MIXED,BROWN,MOLLY,15223
LABRADOR RETRIEVER,BLACK,SHADOW,15024
BEAGLE,TRI-COLOR,DAISY,15071
CHIHUAHUA MIX,WHITE,CHICO,15146
MIXED,BLACK/BROWN,SARA,15102
BICHON FRISE,WHITE,BUTTONS,15133
DACHSHUND,SPOTTED,JAKE,15216
BEAGLE,RED,FULTON,15116
MIXED,BLACK,CHOPPER,15223
MIXED,BLONDE,BUDDY,15239
COCKAPOO,WHITE/BLACK,BENJI,15126
MIXED,BLACK,ZOE,15238
SHETLAND SHEEPDOG,WHITE/BLACK,IZZY,15241
MIXED,WHITE,NIKKI WALSH,15017
COLLIE,OTHER,SHALIE WALSH,15017
COLLIE,OTHER,SHALIE WALSH,15017
GOLDEN RETRIEVER,BROWN,GINGER,15025
MIXED,BLACK/BROWN,DINGO,15209
DACHSHUND,RED,RED,15071
MIXED,SPOTTED,LOGAN,15126
MIXED,BLACK/BROWN,JAVA,15241
LABRADOR RETRIEVER,TAN,LULU,15006
MIXED,BLACK,WALTER,15237
MIXED,YELLOW,MAX,15237
MIXED,BLACK,ASHLEY,15236
MIN PINSCHER,BLACK/BROWN,BUTCH,15202
PEKINGESE,SPOTTED,QUID,15228
DACHSHUND,BROWN,MAX MARSHALL,15202
ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15025
LAB MIX,WHITE/BROWN,BO BO,15140
SHIH TZU,WHITE/BLACK,LUCKY,15108
MIXED,BLACK/TAN,QUIGLEY,15237
MIXED,BROWN,ROWDY,15108
NORW ELKHOUND,WHITE/TAN,HARLEY,15202
MIXED,BLACK/BROWN,FALCON,15209
SCHNOODLE,BRINDLE,DUKE,15131
BEAGLE,YELLOW,MONTY,15218
MIXED,WHITE/BROWN,BERNARD,15223
LABRADOR RETRIEVER,BLACK,MISTY,15025
MIXED,BLACK,MING,15133
MIXED,BRINDLE,MOLSON,15133
BICHON FRISE,WHITE,LUCKY,15227
AM PIT BULL TERRIER,BRINDLE,BEAR,15236
BEAGLE,SPOTTED,PEANUT,15084
MIXED,TAN,MURPHY,15139
DACHSHUND,RED/BRINDLE,ROCKY,15236
DACHSHUND,RED/BRINDLE,ROCKY,15236
DACHSHUND,BLACK/TAN,EISTIEN,15236
MIXED,BLACK,REX,15136
MIXED,BLACK,KATIE,15018
BEAGLE,WHITE/YELLOW,DAKOTA,15037
MIXED,BLACK/BROWN,RAMBO,15131
MIN PINSCHER,BLACK/BROWN,SADIE,15132
LHASA APSO,BROWN,ROCKY,15243
MIXED,BLACK/BROWN,ROSCOE,15090
MIXED,BLACK/BROWN,ROSCOE,15090
ENG POINTER,WHITE,LIZZY,15037
MIXED,BLACK,BAYLEE,15131
AUS SHEPHERD,MULTI,KEYES,15044
MIXED,WHITE/TAN,BUBBA,15104
MIXED,BROWN,SAMSON,15044
MIXED,BLACK,BLACK,15147
ENG SETTER,SPOTTED,LAUREL,15238
GOLDENDOODLE,BROWN,ROWLF,15215
MIXED,BLACK,MAX,15120
LHASA APSO,CREAM,ROCKY,15108
MIXED,MULTI,ABBEY,15135
PUG,BLACK/FAWN,CHLOE,15147
MIXED,BLACK,GABBIE,15238
GOLDEN RETRIEVER,BROWN,NEMO,15147
MIXED,BROWN,EINSTEIN,15135
CHOW CHOW,BLUE,CUJO,15025
MIXED,BLACK,BUDDY,15102
GREYHOUND,FAWN,TARA,15090
MALTESE,WHITE,NICKY,15145
MALTESE,WHITE,CHAMP DREAMER,15145
MIXED,BLACK,KANDY,15106
MI-KI,WHITE/BROWN,ZOEY,15241
PAPILLON,MULTI,SOPHIA,15084
PEKINGESE,BLONDE,CHOO-LYNN,15135
ROTTWEILER,BLACK/RED,KENO,15017
MIXED,BLACK,MADDIE,15238
TAG,SPOTTED,LADY,15136
DACHSHUND,OTHER,GWEN,15235
BEAGLE,WHITE/BROWN,GEORGE,15120
AM PIT BULL TERRIER,MULTI,BEYONCEE,15110
MIXED,GOLD,ZIG ZAG,15102
BEAGLE,MULTI,TOBY,15057
LABRADOR RETRIEVER,BLACK,ZACK,15044
MIXED,BRINDLE,PEPPER,15236
LABRADOR RETRIEVER,BROWN,BENTLEE,15044
MIXED,BROWN,MISSY,15102
MIXED,BLACK/BROWN,SEBASTIAN,15132
LABRADOR RETRIEVER,BLACK,COAL,15084
ENG SPRINGER SPANIE,WHITE/BROWN,ANNABELLE,15045
MIXED,BLACK,TOBY,15205
BICHON FRISE,WHITE,MURRAY,15239
SIB HUSKY,BLACK/CREAM,CHEMUHK,15084
MIXED,RED,SAMMY,15131
GER SHEPHERD,BLACK/BROWN,BREWTIS,15143
ENG SETTER,WHITE/BROWN,SUNNY,15221
BORD COLLIE,WHITE/BLACK,BABY,15209
SHETLAND SHEEPDOG,SABLE,PIPER,16046
ENG BULLDOG,WHITE/BROWN,MORGAN,15243
ENG BULLDOG,WHITE/BROWN,MERL,15243
ENG BULLDOG,WHITE/BROWN,CAPT,15243
ENG BULLDOG,WHITE/BROWN,GRETA,15243
ENG BULLDOG,WHITE/BROWN,CIN,15243
YORKSHIRE TERRIER,BLUE,SNICKERS,15108
BEAGLE,GREY,BELLA,15236
GOLDEN RETRIEVER,GOLD,BRANDI,15221
LHASA APSO,BUFF,BUDDY,15102
LHASA APSO,BUFF,BUDDY,15102
POODLE STANDARD,APRICOT,RUSTY HALL,15034
POODLE STANDARD,APRICOT,RUSTY HALL,15034
CHIHUAHUA,BROWN,SAMMY,15215
YORKSHIRE TERRIER,BLACK/BROWN,SNICKERS,15044
PARSON RUSSELL TERR,WHITE/BLACK,MS. BAILEY,15243
MIXED,WHITE/BLACK/BROWN,BOSCOE,15106
W HGHLND WH TERRIER,WHITE,SADIE,15237
BOXER,BROWN,BRIDGET,15065
COCKER SPANIEL MIX,WHITE/BLACK,SASSIE,15205
BLACK&TAN COONHOUND,RED,BAXTER,15116
POODLE TOY,SILVER,ROCCO,15063
LABRADOR RETRIEVER,BROWN,MORGAN,15238
LABRADOR RETRIEVER,BROWN,MORGAN,15238
RAT TERRIER,WHITE/BLACK,TILLY,15145
NEWFOUNDLAND,BLACK,BIG BEN,15065
MIXED,BLACK/BROWN,JACKSON,15129
DACHSHUND,RED,POOH,15017
SHETLAND SHEEPDOG,MULTI,MAX,15126
BOXER,WHITE/BROWN,ROXY,15024
CHES BAY RETRIEVER,BROWN,TOBY,15146
SHIH TZU,WHITE/BLACK,KINISH,15136
SHETLAND SHEEPDOG,WHITE/BROWN,KATIE,15239
GOLDEN RETRIEVER,GOLD,KACIE,15108
MIXED,BROWN,DAKOTA,15126
MIXED,SPOTTED,FELIX,15122
DACHSHUND,BROWN,PENNY,15228
MIXED,WHITE/BLACK,SCHNAPPS,15102
SHIH TZU,WHITE/BLACK,ABBY,15235
W HGHLND WH TERRIER,WHITE,RYAN,15205
YORKSHIRE TERRIER,BLACK/BROWN,CASSIE,15146
AM ESKIMO DOG,WHITE,LILY,15220
POMERANIAN,BROWN,DAISY,15220
MIXED,BLACK/BROWN,BAILEY,15090
PEEKAPOO,BLACK,SNIFFLES,15237
BEAGLE,WHITE/BLACK/BROWN,BRANDY,15236
MIXED,BLACK,THUNDER,15243
JAPANESE CHIN,WHITE/BLACK,PARIS,15237
DACHSHUND,SPOTTED,AUTUMN,15108
MIN PINSCHER,BLACK/TAN,MICKEY,15205
DACHSHUND,RED,REGGIE,15140
RAT TERRIER,WHITE/BROWN,SAGE,15238
RAT TERRIER,BLACK/BROWN,ULEE,15238
W HGHLND WH TERRIER,WHITE,BRUISER,15017
MIXED,BLACK/BROWN,GIA,15243
POODLE TOY,APRICOT,RUSTY,15017
PEEKAPOO,WHITE,MOLLY,15143
SHIBA INU,RED,GYPSY,15236
SHETLAND SHEEPDOG,WHITE/BROWN,RINGO,15235
LABRADOR RETRIEVER,BROWN,JASMINE,15221
TAG,WHITE,LILY,15205
MIXED,BROWN,MAXIE,15235
GER SHEPHERD,MULTI,XENA,15065
MIXED,BLUE,LIZZIE,15237
POODLE TOY,BLACK,JO-JO,15129
SIB HUSKY,OTHER,DAKOTA,15122
NEWFOUNDLAND,BLACK,MARGOT,15238
TERRIER,TAN,JACK,15126
COCKER SPANIEL,BLACK,LILY,15101
BICHON FRISE,WHITE,LUCY,15147
BICHON FRISE,WHITE,LUCY,15147
MIXED,BRINDLE,ROSEBUD,15243
LAB MIX,BLACK,ROCKY II,15143
LABRADOR RETRIEVER,BLACK,BINGO JACKSON,15202
MIXED,BLACK/BROWN,BOSCO,15238
MIXED,BLACK/BROWN,BOSCO,15238
MIXED,WHITE/TAN,AJAY,15037
GOLDEN RETRIEVER,GOLD,JAKE,15238
SHIH TZU,WHITE,CODY,15243
LABRADOODLE,APRICOT,CARMELA,15216
SIB HUSKY,WHITE/BLACK,MISTY,15220
MIXED,BRINDLE,BULLET,15035
W HGHLND WH TERRIER,WHITE,CHARLEY,15101
SHIBA INU,CREAM,PRINCESS,15229
SHIH TZU,WHITE/BLACK,KAYLA,15108
PEEKAPOO,WHITE/FAWN,LIBBY,15122
DACHSHUND,BROWN,RUSTY,15120
DACHSHUND,TAN,ROCKY,15120
BOSTON TERRIER,WHITE/BLACK,DEITZ,15215
W HGHLND WH TERRIER,WHITE,SUZE,15102
SHIH TZU,BLACK,MANDY LOGAN,15101
MIXED,WHITE/TAN,MADDIE,15205
LABRADOR RETRIEVER,CHOCOLATE,MOCHA,15071
PARSON RUSSELL TERR,SPOTTED,BRANDY,15037
MALTESE,WHITE,SIMBA,15147
YORKSHIRE TERRIER,BLACK/TAN,MIKEY,15239
MIXED,SPOTTED,ATHENA,15235
MIXED,BLACK,KYLIE,15146
MIXED,BLACK,OSCAR,15235
DACHSHUND,BLACK,COCKTAIL,15235
GOLDEN RETRIEV MIX,BLACK,RIVER,15205
LABRADOR RETRIEVER,BLACK,BELLE,15238
KEESHOND,BLACK/SILVER,WOLFIE,15101
MIXED,BLACK/BROWN,MARIO,15146
MIXED,BLACK/BROWN,SIERRA,15044
PEKINGESE,BLACK,SHADOW,15076
YORKSHIRE TERRIER,BROWN,OZZY,15102
YORKSHIRE TERRIER,BROWN,OZZY,15102
SHETLAND SHEEPDOG,SPOTTED,PEPSI,15227
DACHSHUND,BROWN,ANGEL,15065
DACHSHUND,BLACK/BROWN,JACK,15215
BLACKMOUTH CUR,BLACK,PETE,15044
MIXED,BROWN,GRACIE,15227
MOUNTAIN CUR,BLACK/BROWN,NAKITA,15025
BOSTON TERRIER,WHITE/BLACK,DARLA,15017
BOSTON TERRIER,WHITE/BLACK,DARLA,15017
GER SHEPHERD,BLACK/BROWN,DUKE,15209
BORD COLLIE,WHITE/BLACK,DRIZZLE,15223
MIXED,BLACK/TAN,PISTOL,15102
PARSON RUSSELL TERR,SPOTTED,ABBY,15202
LABRADOR RETRIEVER,YELLOW,LABATT BLUE,15243
MIXED,BLACK,TEDDY,15116
MIXED,WHITE/TAN,SPOTS,15209
AM PIT BULL TERRIER,FAWN,ISYSIS,15145
AM PIT BULL TERRIER,FAWN,ISYSIS,15145
CHIHUAHUA,WHITE/BLACK/BROWN,L BOW BOW,15137
W HGHLND WH TERRIER,WHITE,CAPPY,15220
COCKER SPANIEL MIX,BLACK,HAILEY,15126
MIXED,BLACK,LEO,15243
AM PIT BULL TERRIER,BROWN,HENNIE,15104
LAB MIX,BLACK,NALA,15218
MIXED,BLACK,HARLEY REILLY,15239
MIN PINSCHER,BLACK/TAN,HERCULES,15238
MIXED,BLACK,TOBY,15136
MIXED,WHITE/BLACK,BIG GUY,15104
POODLE TOY,BLACK,HARLEY,15024
ITALIAN GREYHOUND,GREY,DEXTER,15139
ITALIAN GREYHOUND,GREY,DEXTER,15139
MIXED,BLACK/TAN,KATIE,15235
GORDON SETTER,BLACK,KOHL,15216
SCHNAUZER MIN,WHITE/BLACK,MANDY,15126
MIXED,BROWN,RIGBY,15101
POMERANIAN,GOLD,JAKE,15227
GER SHEPHERD,WHITE,ZIEMA,15220
BERNESE MTN DOG,WHITE/BLACK/BROWN,DAISY,15037
ENG SETTER,WHITE,BROOKE,15146
LABRADOR RETRIEVER,BLACK,OUBOO,15071
MIXED,BROWN,IKE,15237
SCHNOODLE,WHITE,AMOS,15216
MIXED,BROWN,SUGAR,15228
MALTESE,WHITE,CARLIE,15084
YORKSHIRE TERRIER,BLONDE,PEACHES,15133
MIXED,BLACK,BUDDY,15108
AM BULLDOG,BROWN,ZEKE,15145
MIXED,BLACK/BROWN,WENDY,15116
PARSON RUSSELL TERR,WHITE/BLACK,SCOOTER,15235
PARSON RUSSELL TERR,WHITE/BLACK,SCOOTER,15235
GER SHEPHERD,SABLE,MISTY BLUE,15145
BEAGLE,WHITE/BLACK/BROWN,TAZ,15108
MIXED,BUFF,ZOEY,15090
LAB MIX,BLACK,VICKI,15237
MIXED,BLACK,SCOOBY,15102
MIXED,BLACK,HANNAH,15229
MIXED,BROWN,BUSTER,15205
SHETLAND SHEEPDOG,WHITE/BROWN,SMOKEY,15101
MIXED,BLACK/BROWN,TEDDY,15037
BEAGLE,WHITE/TAN,BOOMER,15221
SHETLAND SHEEPDOG,BROWN,PADDY,15227
POMERANIAN,BROWN,NOTTINGHAM,15146
LHASA APSO,BLACK/TAN/WHITE,PATCHES,15136
MIXED,BLACK/BROWN,RAIN,15237
CHIHUAHUA,BLACK,TANGO,15228
CHIHUAHUA,WHITE/BLACK,TRIXIE,15146
MIXED,BLACK/BROWN,BIZZO,15065
MIXED,BLACK/BROWN,BIZZO,15065
SCHNAUZER MIN,WHITE,WILLIAM CHARLES,15238
LABRADOR RETRIEVER,BROWN,SEMINOLE WARRIOR,15110
LABRADOR RETRIEVER,BROWN,SEMINOLE WARRIOR,15110
NEWFOUNDLAND,BLACK,ROOSEVELT,15218
LABRADOR RETRIEVER,BLACK,ZOE,15056
MIXED,WHITE/BLACK/BROWN,CASEY,15129
MIXED,BLACK/BROWN,LAURA ASHLEY,15122
BEAGLE,BLACK WITH WHITE,MADDY,15025
LABRADOR RETRIEVER,BLACK,MAZDA,15116
GOLDEN RETRIEVER,RED,LACY,15102
MIXED,WHITE/BLACK,MIDNIGHT,15108
COCKER SPANIEL,BLACK,LIZIE,15205
MIXED,SPOTTED,SPARKY,15126
MIXED,BLACK,ROSIE,15129
BRUSSELS GRIFFON,BLACK/BROWN,KHAN,15147
LABRADOR RETRIEVER,YELLOW,SONNI,15122
BOSTON TERRIER,WHITE/BLACK,IVAN,15065
MIXED,BROWN,UNCLE BOB,15044
MIXED,WHITE/BLACK/BROWN,SHELBY,15223
GER SHEPHERD MIX,WHITE/BLACK/BROWN,BELLA,15133
SCHNAUZER MIN,BLACK,CHUMLY,15227
POODLE TOY,BROWN,LUCKY,15108
POODLE MIN,BROWN,LIGHTENING,15108
POODLE TOY,BROWN,DAISY,15108
LABRADOR RETRIEVER,YELLOW,LADY,15025
SHETLAND SHEEPDOG,OTHER,MAGGIE,15238
CHINESE CRESTED,GREY,HARRY,15239
MIXED,BLACK,PENNY,15241
MIXED,TAN,GINGER,15017
TERRIER,WHITE/BLACK,MAXX,15017
GER SHEPHERD,BLACK/BROWN,MAX,15214
AM FOXHOUND,WHITE/BLACK/BROWN,DUTCHESS,15236
LAB MIX,BLACK,TROUBLE,15209
MIXED,BLACK/BROWN,PENNY,15229
MIXED,BLACK,SPARKY,15131
MIXED,BLACK,DEYTON,15236
TERRIER MIX,WHITE/BROWN,ROCKY,15136
TERRIER MIX,WHITE/BROWN,ROCKY,15136
ENG BULLDOG,WHITE/RED,TANK,15223
W HGHLND WH TERRIER,WHITE,SASHA,15122
LAB MIX,WHITE/BLACK/BROWN,ROXY,15237
ENG SETTER,WHITE,PATCH,15238
BOSTON TERRIER,WHITE/BLACK,BOSLEY,15146
LAB MIX,BLACK,LAYLA,15227
SCHNOODLE,BLACK,DAISY,15131
BOSTON TERRIER,WHITE/BLACK,ACE,15071
CAIRN TERRIER,BLONDE,OZZIE,15024
CAIRN TERRIER,BROWN,SIDNEY,15116
CHIHUAHUA MIX,BROWN,SHILO,15227
WELSH CORGI CARDIGA,WHITE/RED,KELSEY,15108
TERRIER MIX,WHITE/BRINDLE,LUCY,15034
COCKER SPANIEL,BROWN,MAGGIE MAE,15122
SHEPHERD MIX,BROWN,DEUCE,15102
LABRADOR RETRIEVER,YELLOW,OLIVER,15218
GER SHEPHERD,BLACK,PAIGE,15044
GOLDEN RETRIEVER,GOLD,OLIVER,15220
LABRADOR RETRIEVER,RED,RUDY,15236
LLEWELLIN SETTER,WHITE/BLACK,SADIE,15101
GOLDEN RETRIEVER,GOLD,CASSIE,15037
MIXED,BLACK/TAN/WHITE,ROXY,15101
GER SHEPHERD,WHITE,MYA,15234
LAB MIX,BLACK,KILO,15237
POMERANIAN,BLACK,MAX,15147
GOLDEN RETRIEVER,BROWN,BUDDY,15133
HOUND MIX,BLACK/BRINDLE,CONOR,15108
POODLE TOY,WHITE,TILLIE,15221
POODLE TOY,CREAM,TYKE,15221
LABRADOR RETRIEVER,BROWN,NELLIE,15229
SHIH TZU,WHITE/BROWN,TIPPY,15136
BOXER,WHITE/FAWN,BOOTSY,15102
ROTTWEILER,BLACK/BROWN,BACARDI,15122
GER SHEPHERD,BLACK/RED,IKE,15071
BICHON FRISE,WHITE,SHADOW,15025
LAB MIX,BLACK,PEPPER,15235
LABRADOR RETRIEVER,WHITE,MOLLY,15116
POODLE TOY,WHITE,PEBBLES,15090
MIXED,WHITE/BLACK,JASPER,15228
AM PITT BULL MIX,WHITE/BLACK/BROWN,RENO,15065
MIXED,BLACK,OLIVER,15102
PEEKAPOO,BLACK,SIMON,15065
MIXED,SPOTTED,BELLA,15108
MIXED,BROWN,PENNY,15210
COCKAPOO,WHITE,SASSY,15143
MALTESE,WHITE,FROSTY,15202
MIXED,WHITE,SNOWY,15202
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,MAX,15239
MIXED,FAWN,SNOOPY,15129
PARSON RUSSELL TERR,WHITE/BROWN,GRACIE LYNN,15122
GER SHEPHERD MIX,BLACK/TAN,TOBY,15143
AUS SHEPHERD,BLUE,SMOKEY,15229
MIXED,WHITE/BROWN,DYLAN,15116
SCHNOODLE,GREY,"AUGUSTINE (""GUS"")",15218
LAB MIX,BLACK,ABBEY,15210
ENG SPRINGER SPANIE,WHITE/LIVER,ROGIE,15132
LABRADOR RETRIEVER,BLACK,ANNIE,15238
WELSH TERRIER,BLACK/BROWN,BADGER,15065
BICHON FRISE,WHITE,COBY,15131
SHIH TZU,BLACK,TUBBY,15122
MIXED,WHITE/BLACK/BROWN,TOBY,15144
BEAGLE,WHITE/BLACK/BROWN,SHILOH,15084
MIXED,WHITE/BLACK/BROWN,LUCIE,15237
MIXED,WHITE,LILY,15037
MIXED,WHITE,LILY,15037
MIXED,WHITE,HERMAN,15037
LAB MIX,TAN,REVEL,15239
MIXED,BLACK,MAGGIE,15243
GER SHEPHERD,BLACK/TAN,PIZON,15239
TERRIER,BLONDE,KELSEY,15243
LAB MIX,BLACK,ELLA,15145
COCKER SPANIEL,WHITE/BROWN,ROXANNE,15234
LABRADOR RETRIEVER,BLACK,C J,15102
DACHSHUND,BROWN,GINGER,15235
MIXED,BLACK,SHADOW VOJTECKY,15129
MIXED,SPOTTED,BEE JAY,15202
MIXED,BLACK/BROWN,TOBY,15234
MIXED,BLACK,ISABELLA,15243
W HGHLND WH TERRIER,WHITE,CASPER,15137
MIXED,BRINDLE,BRANDI,15131
SCHNAUZER MIN,SALT/PEPPER,MARILYN,15090
AUS SHEPHERD,BLUE,LUCY,15239
MIXED,TAN,BAILEY,15147
MIXED,SPOTTED,GRACIE,15101
BICHON FRISE,WHITE,ABBEY,15025
PAPILLON,WHITE/BROWN,PROPH,15068
MIXED,TAN,PRINCE,15136
MIXED,BLACK/BROWN,LUCKY,15120
TERRIER MIX,WHITE/BROWN,DIXIE,15148
SHIH TZU,SPOTTED,OLIVER,15135
GER SHEPHERD,BLACK,DAKOTA,15122
MIXED,WHITE/BLACK,LEVI,15209
NORW ELKHOUND,BLACK,LOKI,15014
SHIH TZU,WHITE/BLACK,MISTY,15227
LABRADOR RETRIEVER,BLACK/BROWN,ABBY,15076
ROTTWEILER,BLACK,STAR,15235
TERRIER MIX,BROWN,EMILY,15017
